cstno,is_churned,age,sex,dependent_num,education,marital_stat,imcome_cat,card_type,mon_on_book,tot_product_count,months_inact_for_12m,contact_cnt_for_12m,credit_line,tot_revol_balance,mean_open_to_buy,tot_amt_ratio_q4_q1,tot_trans_amt_for_12m,tot_trans_cnt_for_12m,tot_cnt_ratio_q4_q1,mean_util_pct
718758783,0,44,F,4,Unknown,Single,Less than $40K,Silver,36,2,3,3,13067,1943,11124,0.85,15172,118,1.034,0.149
718759833,0,44,F,2,Uneducated,Married,Unknown,Silver,35,4,3,2,32643,0,32643,1.3,1058,24,2.429,
718762308,0,35,,1,Graduate,Single,Unknown,Blue,36,6,2,3,6622,2126,4496,,3668,,0.818,0.321
718764708,0,45,M,3,Graduate,Unknown,$120K +,Blue,36,1,4,3,8858,1359,7499,,14223,,0.776,0.153
718766058,1,56,,2,Graduate,Single,$80K - $120K,Blue,36,1,2,2,1438.3,0,1438.3,0.65,2123,37,0.542,0
718767183,0,45,F,4,Post-Graduate,Unknown,,Blue,36,6,3,1,2192,1464,728,0.66,4905,89,0.978,0.668
718768158,0,57,,1,College,Single,$40K - $60K,Blue,48,3,1,2,3539,0,3539,0.781,,23,0.211,
718772133,0,56,M,3,Graduate,Married,$80K - $120K,Blue,47,6,3,3,10230,1082,9148,0.658,1484,34,0.545,
718773333,0,51,F,4,Unknown,Single,,Blue,40,3,2,2,5139,1799,3340,0.94,7548,,0.618,0.35
718774533,0,48,M,1,College,Married,$60K - $80K,Blue,44,2,3,1,15355,1823,13532,0.809,15053,111,1.018,
718777008,0,59,M,0,High School,Married,$80K - $120K,Blue,47,5,1,2,3278,1306,1972,0.399,1374,32,0.391,
718784358,0,34,M,4,Uneducated,Single,$120K +,Blue,36,6,3,2,34516,,31999,0.975,1969,46,,0.073
718788258,0,52,M,5,Unknown,Married,$80K - $120K,Blue,40,3,3,4,30314,776,29538,,3290,82,,0.026
718791708,1,48,M,2,High School,Married,$80K - $120K,Blue,32,1,2,4,16362,,14094,,,37,0.85,0.139
718792758,0,35,F,4,Uneducated,Married,Unknown,Blue,25,2,3,2,3379,587,2792,0.67,,80,0.702,
718797558,0,39,,1,Graduate,Married,,Blue,30,3,2,3,2917,1357,1560,1.593,2422,,,0.465
718799958,0,60,F,1,Graduate,Married,,Blue,52,2,3,3,13312,1974,11338,,,106,,
718801158,0,49,M,3,Graduate,Single,$40K - $60K,Gold,36,2,2,2,23981,1408,22573,0.844,14455,96,0.846,0.059
718803333,0,43,F,4,Graduate,Divorced,Less than $40K,Blue,34,2,3,1,3195,1954,1241,0.971,1285,29,,0.612
718805733,0,39,F,2,Graduate,Single,$40K - $60K,Blue,28,3,1,1,7093,2517,4576,0.745,,,,0.355
718806783,1,46,F,3,Uneducated,Married,Unknown,Blue,36,2,3,1,2872,357,2515,,2629,41,0.64,
718808883,0,55,F,2,Graduate,Single,Less than $40K,Silver,47,3,3,1,13565,0,13565,0.56,3705,69,0.917,
718811058,0,40,M,3,Unknown,Married,$80K - $120K,Blue,36,6,2,2,5014,1887,3127,0.806,4391,66,0.571,0.376
718812708,1,57,M,2,Graduate,Single,$120K +,Blue,44,5,3,4,34516,219,34297,0.482,1882,48,0.714,0.006
718813833,0,44,F,3,Uneducated,Single,Unknown,Blue,34,5,2,2,10100,,10100,0.525,1052,18,1.571,0
718815108,0,50,M,2,Unknown,Married,$80K - $120K,Blue,38,3,3,1,6030,,4715,0.623,,81,0.841,0.218
718816158,0,44,F,3,High School,Single,Less than $40K,Blue,33,3,3,3,5362,1984,3378,,,87,0.642,
718819158,0,54,F,3,Uneducated,Single,$40K - $60K,Blue,41,3,1,3,2488,2196,292,,4361,75,0.63,0.883
718821783,0,53,,1,Unknown,Married,$40K - $60K,Blue,48,4,1,3,2522,1704,818,0.988,4697,73,0.698,
718824783,0,50,M,2,Unknown,Divorced,$60K - $80K,Blue,41,6,1,3,2966,1433,1533,0.49,,50,,0.483
718828083,0,52,M,1,Graduate,Single,$40K - $60K,Blue,43,4,3,3,8748,2284,6464,0.839,3533,73,0.587,
718829358,0,40,F,3,Uneducated,Divorced,$40K - $60K,Blue,32,3,1,2,1956,958,998,0.789,4977,76,0.854,
718830183,0,46,M,1,High School,Single,$60K - $80K,Blue,38,5,2,4,23996,2517,21479,0.488,1339,29,0.381,0.105
718834233,0,38,F,2,College,Single,Less than $40K,Blue,21,4,1,2,6899,0,6899,,3848,71,0.69,0
718835583,0,50,F,1,Graduate,Married,Unknown,Blue,41,6,2,2,15641,2379,13262,0.816,,76,0.617,
718837683,0,55,M,2,High School,Single,$120K +,Blue,49,6,3,4,3029,1505,1524,0.56,2394,50,0.471,
718838808,0,36,F,1,Post-Graduate,Married,Less than $40K,Blue,23,6,3,3,3107,2354,753,,2720,,1.182,0.758
718843608,0,36,F,2,Post-Graduate,Divorced,Less than $40K,Blue,25,5,2,4,8917,1091,7826,1.152,3327,80,0.86,0.122
718846008,0,58,F,0,Unknown,Married,Unknown,Blue,36,6,3,1,4377,,2877,,3900,62,,
718848183,0,50,M,2,Post-Graduate,Married,$80K - $120K,Blue,42,6,1,1,9873,1276,8597,0.791,,,0.745,
718851783,0,49,M,1,High School,Married,$80K - $120K,Silver,37,4,3,2,34516,2386,32130,0.698,3924,,0.512,
718853358,0,42,F,3,Graduate,Single,Less than $40K,Blue,36,5,1,2,3308,2517,791,,,85,0.545,
718855983,0,49,F,4,High School,Single,Unknown,Blue,36,3,3,4,13039,1840,11199,0.793,4010,,0.5,
718858683,0,42,F,1,Graduate,Married,Less than $40K,Blue,36,2,3,2,1438.3,0,1438.3,0.665,4511,,0.767,0
718861458,0,49,M,5,Unknown,Single,$60K - $80K,Blue,36,6,1,2,5159,1532,3627,0.787,1826,37,0.609,0.297
718863258,1,54,F,2,Doctorate,Married,Less than $40K,Blue,41,2,2,3,3881,2517,1364,,,38,0.407,
718866633,0,46,M,2,College,Married,,Blue,36,5,4,2,33142,,33142,0.846,4347,,,0
718867683,0,64,M,1,Unknown,Married,Less than $40K,Blue,55,4,3,4,2720,1904,816,0.634,1613,,0.344,
718870158,0,47,M,4,High School,Married,$60K - $80K,Blue,34,5,2,3,4592,1635,2957,0.952,1772,,0.486,
718871358,0,45,F,2,Graduate,Single,Unknown,Blue,36,4,1,1,1785,0,1785,0.649,4964,,0.907,0
718872858,0,43,,2,High School,Married,Less than $40K,Blue,36,5,1,3,3761,2121,1640,0.694,,79,0.927,0.564
718875483,0,50,M,1,College,Married,$60K - $80K,Blue,40,4,2,4,17404,1745,15659,,4491,,,0.1
718876683,0,43,F,4,Graduate,Single,Less than $40K,Blue,31,5,2,0,5781,1168,4613,,1600,,0.455,0.202
718877883,1,44,F,3,Unknown,Single,Less than $40K,Blue,36,3,1,1,5644,2517,3127,0.86,2440,44,0.76,
718882008,0,38,M,1,High School,Single,,Blue,27,6,2,2,22487,889,21598,,4960,,0.46,0.04
718889508,0,46,,2,College,Divorced,$60K - $80K,Blue,37,1,3,1,10074,1223,8851,0.955,,99,0.623,
718892283,0,43,M,2,Graduate,Married,$40K - $60K,Blue,34,3,2,1,4396,0,4396,0.592,4771,78,1.053,0
718893333,0,52,,3,Graduate,Married,,Blue,36,3,3,2,18336,2077,16259,,7509,84,,
718894233,0,53,F,2,Graduate,Married,$40K - $60K,Blue,36,6,2,4,2956,,1565,,2116,63,0.575,0.471
718896108,0,48,F,3,High School,Unknown,Less than $40K,Blue,36,2,1,1,1438.3,0,1438.3,0.885,5014,,0.909,
718899708,0,55,F,1,College,Married,,Blue,36,6,3,2,17642,1846,15796,,,,0.862,
718909158,0,38,M,1,College,Married,Less than $40K,Blue,25,6,3,3,5559,658,4901,0.627,1793,37,0.947,0.118
718913358,1,36,M,2,Graduate,Single,,Blue,36,3,3,3,4225,,1708,,2659,,,
718917408,0,46,,3,Graduate,Married,,Blue,38,4,3,3,3115,1136,1979,0.499,,,,0.365
718919433,0,52,F,4,Graduate,Single,Less than $40K,Blue,36,2,3,3,4440,1149,3291,0.842,14973,112,0.723,
718920708,0,35,M,3,Graduate,Married,$60K - $80K,Blue,25,5,3,3,5240,1451,3789,,2172,38,,0.277
718921683,0,49,M,4,Unknown,Married,$80K - $120K,Blue,38,6,6,3,9738,1835,7903,0.763,4816,49,0.885,0.188
718923858,0,42,M,1,College,Married,$60K - $80K,Silver,29,5,2,2,26750,1204,25546,0.428,1131,29,0.318,0.045
718924983,0,59,M,0,Uneducated,Single,$60K - $80K,Blue,48,5,1,3,4906,,3604,0.862,4833,,,
718926258,0,37,F,1,High School,Single,,Blue,28,4,3,2,2458,642,1816,,4627,90,0.698,
718927533,0,45,M,3,Graduate,Single,$80K - $120K,Blue,32,5,2,2,24487,2517,21970,,1512,,0.909,0.103
718929708,0,60,F,0,Graduate,Married,Less than $40K,Blue,50,4,2,2,3147,,1545,,1558,23,,0.509
718932633,0,45,F,3,College,Married,Less than $40K,Blue,35,3,2,2,1717,1156,561,0.647,4301,64,0.641,
718939083,1,54,F,2,Graduate,Married,Less than $40K,Blue,45,3,1,3,1438.3,306,1132.3,1.035,694,15,0.364,0.213
718946358,0,44,M,3,Uneducated,Single,$40K - $60K,Blue,30,3,3,2,1547,0,1547,,4348,,0.615,0
718947558,0,32,F,0,High School,Single,Unknown,Blue,21,2,3,1,4251,,1956,0.628,15574,115,0.797,0.54
718950483,0,58,F,1,Unknown,Married,,Blue,48,3,3,2,12423,1910,10513,0.405,1208,38,0.357,
718951683,0,48,F,2,Graduate,Married,,Blue,35,2,3,1,2216,1262,954,0.497,4763,83,0.66,0.569
718957083,0,48,F,1,Graduate,Single,Less than $40K,Blue,35,5,2,2,1449,0,1449,0.785,,88,0.913,
718958583,1,44,M,4,Post-Graduate,Single,$80K - $120K,Blue,36,5,3,2,2367,1606,761,,,,0.639,0.678
718967433,0,34,F,2,High School,Divorced,Less than $40K,Blue,36,3,6,3,2426,0,2426,,,,0.8,0
718970058,0,38,M,3,Unknown,Married,$120K +,Blue,33,5,3,4,30746,1168,29578,0.653,,,0.72,0.038
718971333,0,33,M,1,Graduate,Single,$80K - $120K,Blue,20,5,3,2,13206,925,12281,0.766,2342,51,1.318,0.07
718972758,0,50,F,2,Graduate,Married,Less than $40K,Blue,40,5,3,3,2481,,1194,0.465,1825,,0.821,0.519
718975083,1,47,F,4,Graduate,Single,,Blue,40,6,4,3,2473,0,2473,,2133,44,0.419,0
718976283,0,51,F,2,Unknown,Single,Less than $40K,Blue,36,3,2,2,1858,,787,0.611,4388,66,0.535,
718977483,0,56,M,4,Graduate,Single,$80K - $120K,Blue,46,2,3,1,25736,1388,24348,0.743,7209,91,0.596,0.054
718980633,0,38,M,2,College,Married,$80K - $120K,Blue,36,3,3,3,6452,1151,5301,,4835,,0.714,0.178
718982058,0,37,M,3,Graduate,Divorced,,Blue,36,5,2,0,5987,1405,4582,0.952,4011,72,0.674,0.235
718993533,0,44,M,2,Graduate,Unknown,$80K - $120K,Blue,37,2,3,0,15821,,14487,,8927,,0.635,0.084
718994583,0,48,F,2,College,Single,Less than $40K,Blue,35,3,3,1,1438.3,,622.3,0.842,4777,69,0.917,0.567
718996758,0,37,F,2,Graduate,Married,Less than $40K,Blue,30,5,2,2,2077,1392,685,1.553,,,1.25,
719006508,0,34,M,2,Graduate,Married,$60K - $80K,Blue,36,5,1,3,2763,1913,850,,4136,69,0.568,0.692
719013108,0,42,M,3,Graduate,Divorced,$40K - $60K,Blue,33,4,2,4,3178,1800,1378,,4605,,0.623,0.566
719018208,1,52,F,0,Doctorate,Married,Unknown,Blue,46,6,4,3,7210,0,7210,0.769,,,0.8,0
719019483,0,46,F,2,College,Unknown,Less than $40K,Silver,36,2,3,1,13427,1507,11920,0.84,4266,,0.75,
719026383,0,35,F,2,Uneducated,Married,Less than $40K,Blue,36,3,1,3,2664,0,2664,,3135,59,,
719028783,0,42,F,1,Graduate,Married,,Blue,29,2,3,3,3422,0,3422,0.506,4486,74,0.682,
719034183,0,46,F,3,Graduate,Single,Less than $40K,Blue,38,5,1,3,1555,1366,189,0.704,5490,86,0.755,
719035758,0,53,F,3,Uneducated,Divorced,Less than $40K,Blue,43,5,1,2,2383,1516,867,0.857,4917,78,0.95,0.636
719038008,0,48,F,4,Graduate,Single,,Blue,35,3,2,2,1705,,513,0.763,4862,41,0.242,0.699
719039283,0,32,M,1,Uneducated,Married,$40K - $60K,Blue,36,2,2,3,3535,1964,1571,0.661,14080,,0.809,0.556
719046558,0,39,M,2,Graduate,Married,$60K - $80K,Blue,36,6,3,3,1982,,231,0.843,4313,62,0.676,0.883
719048133,0,52,F,2,Uneducated,Married,Less than $40K,Blue,42,6,3,0,5456,0,5456,0.337,3470,,0.625,
719050458,0,62,F,0,Unknown,Single,Less than $40K,Blue,56,6,3,3,2582,,1054,0.771,4041,67,0.457,0.592
719051733,0,63,M,0,College,Single,$60K - $80K,Blue,51,4,2,1,2706,,1817,0.73,5047,64,0.882,0.329
719054733,0,52,F,0,Post-Graduate,Single,Less than $40K,Blue,40,4,3,2,1438.3,,641.3,,4673,69,0.568,0.554
719056833,0,55,F,1,Unknown,Married,Less than $40K,Blue,46,5,1,4,2281,920,1361,0.576,3968,,0.833,0.403
719059083,0,45,F,3,High School,Unknown,Less than $40K,Blue,33,5,1,1,6225,1596,4629,,4129,,0.651,0.256
719061933,0,44,F,4,Graduate,Married,Unknown,Blue,34,6,4,2,2105,0,2105,,,67,0.914,
719068683,0,52,F,1,High School,Married,$40K - $60K,Blue,36,5,1,2,3136,1864,1272,0.693,1036,25,0.25,0.594
719070108,0,44,M,2,Graduate,Married,,Silver,35,4,1,3,34516,1726,32790,0.867,1729,,0.677,0.05
719071158,1,54,F,0,Graduate,Single,Unknown,Platinum,38,2,2,2,34516,0,34516,0.695,3901,,0.421,0
719073483,1,45,M,3,Uneducated,Married,$80K - $120K,Blue,38,3,3,3,9234,0,9234,0.629,2586,44,0.257,0
719074308,0,37,F,3,College,Married,Less than $40K,Blue,27,4,2,0,1438.3,687,751.3,,4621,,1.147,0.478
719075883,0,38,F,3,High School,Married,$40K - $60K,Blue,27,2,3,3,2363,2033,330,,3904,,0.61,0.86
719076858,0,34,M,4,College,Single,,Blue,20,5,1,2,2165,,213,,2651,81,,
719078283,0,57,F,4,High School,Married,,Blue,47,5,3,4,3191,2517,674,0.719,1501,35,0.591,
719084358,1,55,F,1,Graduate,Married,Less than $40K,Blue,46,6,4,3,4232,0,4232,0.878,2312,37,0.609,0
719085933,0,35,M,3,Graduate,Single,,Blue,24,4,1,2,23561,864,22697,1.373,,,1,0.037
719089383,0,48,M,2,High School,Married,$40K - $60K,Blue,29,3,2,1,6168,2371,3797,0.668,4303,80,0.509,0.384
719091333,0,52,,0,Uneducated,Married,$60K - $80K,Blue,36,3,3,2,22720,,21927,,1102,27,,
719094333,0,46,M,4,Uneducated,Married,,Blue,33,1,2,1,13490,1567,11923,,13159,105,0.75,0.116
719095533,0,47,F,4,Uneducated,Married,$40K - $60K,Blue,39,3,3,3,2680,1652,1028,1.132,,58,0.758,0.616
719099583,1,42,,3,Graduate,Married,,Blue,34,3,2,3,1640,1444,196,0.423,1360,33,0.222,0.88
719100633,0,40,M,2,High School,Single,$120K +,Silver,36,3,4,2,34516,1436,33080,0.688,3564,73,0.825,0.042
719101908,0,51,,1,Graduate,Married,Unknown,Blue,39,4,3,3,2002,1248,754,,1585,40,0.905,0.623
719105433,0,48,F,3,College,Single,Unknown,Blue,38,3,3,3,6448,,5361,0.868,,85,,
719108358,0,39,M,2,Post-Graduate,Married,$80K - $120K,Blue,31,5,2,1,18974,2517,16457,,2783,,,
719109783,0,42,M,3,Uneducated,Married,$40K - $60K,Blue,32,3,3,2,13103,1809,11294,0.724,4323,72,,
719117433,0,41,M,4,High School,Unknown,,Blue,36,4,3,0,23018,2168,20850,0.859,1463,24,1.667,0.094
719118708,1,49,F,3,Unknown,Single,Less than $40K,Blue,37,2,2,2,5855,0,5855,0.962,9202,80,0.86,0
719121708,0,41,M,2,Graduate,Married,$60K - $80K,Silver,31,2,3,3,31497,2192,29305,0.868,7685,,0.533,0.07
719123958,1,40,M,4,Unknown,Divorced,$60K - $80K,Blue,27,2,2,3,5051,0,5051,0.588,,,,
719125158,0,35,F,2,High School,Single,Less than $40K,Silver,15,5,2,2,13882,1452,12430,0.771,2685,71,,
719130558,0,55,F,2,Uneducated,Married,,Blue,44,5,2,3,1669,1000,669,0.717,,69,0.971,
719131533,0,29,F,0,Post-Graduate,Divorced,Less than $40K,Blue,17,3,2,4,2585,,577,1.266,3519,73,0.622,0.777
719136183,0,48,F,3,Uneducated,Married,Less than $40K,Blue,38,6,1,3,3541,1444,2097,0.664,3410,,0.683,0.408
719139558,0,26,M,0,Uneducated,Single,Less than $40K,Blue,36,4,3,4,2665,1567,1098,,2514,,,0.588
719143308,0,37,M,2,Unknown,Single,$40K - $60K,Blue,28,4,4,3,2394,0,2394,,2805,,0.667,0
719146008,1,48,M,3,Graduate,Married,$80K - $120K,Blue,39,4,4,3,18672,2517,16155,0.799,,35,0.591,0.135
719147208,0,29,F,2,Unknown,Single,Less than $40K,Blue,21,4,3,2,2298,0,2298,0.776,4814,88,,
719150658,1,51,F,2,Graduate,Married,Unknown,Blue,34,2,3,2,7551,0,7551,0.894,,46,,
719152383,0,35,F,4,Uneducated,Married,Less than $40K,Blue,26,5,1,4,2494,1316,1178,1.486,,57,,0.528
719154483,0,53,M,2,High School,Divorced,,Blue,36,5,3,2,7753,2100,5653,0.839,991,26,0.733,
719157933,0,51,M,2,Uneducated,Married,$120K +,Blue,40,1,3,1,10984,1429,9555,,7850,85,0.635,0.13
719161683,0,64,F,0,Unknown,Married,Unknown,Blue,55,4,1,4,2508,1580,928,,1607,44,0.419,0.63
719168883,1,45,F,5,Unknown,Single,Less than $40K,Blue,34,1,4,1,5155,0,5155,1.014,2753,45,0.607,0
719170683,0,38,M,1,Unknown,Single,,Blue,29,2,2,3,10972,,10972,0.697,4401,73,0.698,0
719174433,1,36,F,1,Unknown,Single,Less than $40K,Blue,24,2,1,2,1735,,1735,0.74,,,,
719176308,1,43,M,3,College,Divorced,$80K - $120K,Blue,32,6,3,2,7278,0,7278,0.618,,,0.593,0
719178183,0,50,M,2,Graduate,Married,$80K - $120K,Silver,42,2,3,3,34516,2517,31999,,8186,85,,
719180958,0,48,F,2,Uneducated,Divorced,$40K - $60K,Silver,39,2,2,2,21754,,21754,,9105,,0.763,
719182308,0,38,F,2,High School,Single,Less than $40K,Blue,27,6,1,3,2096,,529,,1559,49,,
719184783,0,51,F,1,Graduate,Single,Unknown,Blue,41,3,2,2,9352,1429,7923,0.728,3536,71,0.69,0.153
719186433,0,53,F,1,College,Single,,Blue,44,3,2,2,11012,,9684,0.617,3793,86,0.654,0.121
719196858,0,50,,2,Graduate,Married,$60K - $80K,Blue,39,4,1,4,6508,2276,4232,1.008,4254,77,0.711,0.35
719202708,0,54,F,3,High School,Married,,Blue,36,2,2,1,5642,,5101,,,84,0.68,
719206308,0,32,M,1,High School,Married,,Blue,24,4,2,2,4116,1223,2893,0.73,,,0.52,
719210133,0,47,M,3,Uneducated,Single,,Blue,35,2,3,1,14131,1333,12798,,12779,103,0.689,0.094
719211558,1,45,M,2,Graduate,Single,$60K - $80K,Blue,36,1,1,2,3401,,3401,,744,18,1,
719213133,0,53,M,1,Graduate,Unknown,$60K - $80K,Blue,41,4,1,2,2432,1554,878,1.158,3670,60,,0.639
719216508,0,55,F,1,Unknown,Unknown,,Blue,36,5,2,1,3258,2517,741,0.985,4960,77,0.75,0.773
719219883,0,47,M,2,Uneducated,Married,$60K - $80K,Blue,36,4,1,2,9300,769,8531,0.68,3651,,0.718,
719222133,0,41,M,3,Graduate,Single,$40K - $60K,Blue,36,2,3,2,8919,1723,7196,0.848,13719,96,,0.193
719226333,0,44,M,4,Unknown,Single,$60K - $80K,Blue,24,5,3,2,11042,,8831,,1140,25,,0.2
719229708,0,41,F,1,High School,Single,$40K - $60K,Blue,31,6,3,2,4969,,4131,,,32,0.455,0.169
719233833,0,35,F,3,High School,Married,Less than $40K,Blue,23,3,3,4,3073,526,2547,0.702,1944,,0.618,0.171
719234883,0,57,M,3,Graduate,Single,,Blue,49,5,3,3,32676,,30542,,,,0.76,0.065
719237058,0,39,M,2,Doctorate,Single,$60K - $80K,Blue,36,2,2,1,1790,891,899,,4498,,0.574,0.498
719238183,0,55,,3,Graduate,Married,Less than $40K,Blue,35,3,2,3,1872,1167,705,,2238,,0.607,
719240358,0,60,M,1,Unknown,Single,$60K - $80K,Blue,50,4,3,0,10698,1790,8908,0.981,4095,67,,0.167
719242533,0,41,M,5,High School,Married,,Blue,33,5,3,3,22770,2517,20253,0.994,1882,,,0.111
719243808,0,33,F,1,Graduate,Married,Less than $40K,Blue,20,3,2,4,3792,1625,2167,0.618,1888,,0.625,
719245083,0,53,F,1,Uneducated,Single,Less than $40K,Blue,39,4,3,4,1773,1539,234,,4087,,0.762,
719248158,0,52,M,2,High School,Divorced,,Blue,42,1,3,2,7261,1443,5818,0.972,14533,,0.565,
719250783,0,41,F,1,High School,Single,Less than $40K,Blue,31,4,2,1,1998,0,1998,,,68,,0
719252583,0,29,F,1,High School,Single,Less than $40K,Blue,20,4,2,1,3095,1488,1607,0.924,4642,,0.878,0.481
719256483,0,41,F,4,High School,Single,$40K - $60K,Blue,30,5,3,3,4432,1335,3097,0.714,4144,79,,
719258433,0,49,M,5,Graduate,Single,$60K - $80K,Blue,42,2,1,3,7801,2018,5783,0.684,7561,91,0.685,0.259
719260608,0,38,M,3,Uneducated,Single,$60K - $80K,Silver,31,5,3,2,34516,1566,32950,1.106,,53,,
719264058,0,51,F,0,Graduate,Married,Unknown,Blue,36,5,2,3,5862,2306,3556,,4305,,1.318,0.393
719265108,0,42,,3,High School,Married,Less than $40K,Blue,33,6,3,2,3815,1190,2625,0.852,4430,94,,0.312
719266158,0,42,M,2,Graduate,Divorced,$80K - $120K,Blue,35,5,3,1,6779,1359,5420,0.737,3434,,0.512,0.2
719268333,0,49,F,3,Uneducated,Married,Less than $40K,Blue,36,5,3,4,1438.3,0,1438.3,0.929,4205,88,,
719270358,0,57,F,2,Doctorate,Divorced,$40K - $60K,Blue,48,2,2,2,4288,1678,2610,0.643,15505,,0.687,0.391
719277033,0,44,M,3,High School,Single,$40K - $60K,Blue,34,5,3,1,8997,708,8289,,,62,,0.079
719279208,0,35,F,1,Unknown,Married,Less than $40K,Blue,36,3,1,2,2158,,859,0.733,4946,73,,0.602
719281533,0,37,F,3,College,Married,,Blue,27,2,1,3,2939,1388,1551,0.69,5076,,0.826,0.472
719282433,0,60,F,0,Graduate,Single,Unknown,Blue,48,3,3,4,6417,1372,5045,1.154,3280,,0.69,0.214
719283633,0,57,F,3,Uneducated,Married,$40K - $60K,Blue,49,4,2,3,7578,1628,5950,0.721,1325,29,1.231,
719286708,0,50,F,1,Graduate,Single,Less than $40K,Blue,39,4,5,2,2434,,1094,0.668,4498,76,0.81,0.551
719291283,0,36,F,4,High School,Single,Less than $40K,Blue,28,5,1,2,2226,1607,619,0.656,2660,62,,
719293533,0,30,,1,College,Single,Unknown,Blue,13,3,3,3,21590,2517,19073,0.813,2567,70,0.795,
719294433,0,63,F,1,Uneducated,Single,Unknown,Blue,55,4,3,1,16312,,15792,0.806,4366,68,0.659,
719296383,0,38,M,2,High School,Single,$60K - $80K,Gold,18,1,2,3,34516,1494,33022,,7885,85,0.635,0.043
719299533,1,55,F,1,Unknown,Unknown,Less than $40K,Blue,36,2,3,2,3626,,2831,0.896,2954,42,0.556,0.219
719305608,1,57,F,3,High School,Single,Less than $40K,Blue,36,4,3,3,2347,1900,447,0.845,2447,,0.621,0.81
719309133,0,56,F,1,Graduate,Married,Less than $40K,Blue,51,3,3,4,1438.3,,1438.3,0.798,3877,,0.556,0
719309958,1,55,M,3,Doctorate,Single,$80K - $120K,Blue,35,4,1,3,20865,0,20865,0.881,837,,,0
719313633,0,53,F,0,High School,Married,$40K - $60K,Blue,36,6,2,3,2883,1936,947,0.861,4244,,0.656,0.672
719314683,0,50,F,2,Unknown,Divorced,,Blue,36,3,2,4,2855,527,2328,,3645,69,,
719315508,0,62,F,0,Unknown,Married,,Blue,36,4,2,2,2964,2400,564,,,25,1.778,
719318583,1,37,M,3,High School,Married,Less than $40K,Blue,26,3,3,4,6866,2389,4477,0.395,,,0.182,0.348
719320833,0,39,,2,Post-Graduate,Married,$60K - $80K,Blue,36,6,3,2,5471,2056,3415,0.465,,46,,
719323683,0,47,F,3,Uneducated,Single,$40K - $60K,Blue,35,6,5,2,4543,1028,3515,0.799,4093,77,0.571,0.226
719324658,0,27,M,0,College,Unknown,,Silver,19,1,1,3,34516,1131,33385,0.715,14716,112,,0.033
719325783,1,65,M,2,Unknown,Single,Less than $40K,Blue,36,4,2,3,2954,2517,437,0.619,1909,,0.474,0.852
719326758,1,52,F,0,Doctorate,Married,Less than $40K,Blue,36,4,3,2,4353,1489,2864,0.945,9226,,1.073,0.342
719328858,1,56,M,4,High School,Married,$60K - $80K,Blue,43,6,2,6,4535,0,4535,0.831,2342,40,,
719329983,0,42,F,3,Unknown,Unknown,Unknown,Blue,36,6,1,2,15648,0,15648,,13784,88,,
719335233,0,47,,3,Uneducated,Married,Less than $40K,Silver,27,5,3,4,14335,938,13397,0.445,3610,75,,0.065
719336583,0,55,M,2,Uneducated,Married,,Blue,44,3,3,3,27745,1300,26445,0.482,1525,21,0.5,0.047
719337408,0,63,M,0,High School,Married,,Blue,36,6,2,3,2567,0,2567,1.636,2399,43,,
719338383,0,34,M,2,High School,Married,$120K +,Blue,21,3,3,3,6259,1063,5196,0.668,1836,50,,0.17
719342808,0,48,M,3,Graduate,Single,$80K - $120K,Blue,30,4,2,3,4180,688,3492,0.747,3750,76,0.727,0.165
719343633,0,48,M,3,High School,Unknown,Less than $40K,Blue,38,4,3,3,8892,889,8003,,4900,,,0.1
719344608,0,46,F,3,Graduate,Single,Less than $40K,Blue,27,6,3,3,3901,1001,2900,,4313,,,0.257
719346708,0,41,F,1,Unknown,Divorced,,Blue,30,5,2,4,2758,1675,1083,0.882,3820,,0.636,0.607
719350908,0,43,M,4,Unknown,Unknown,,Blue,35,3,3,2,4177,2094,2083,,,66,0.65,0.501
719353158,0,56,M,1,College,Married,$80K - $120K,Blue,45,5,1,3,4145,1468,2677,,1238,,0.5,0.354
719354433,0,48,M,1,College,Single,$80K - $120K,Silver,36,6,3,3,34516,1629,32887,0.815,4042,,0.592,0.047
719357058,0,62,F,2,Doctorate,Single,$40K - $60K,Blue,56,5,3,2,6797,1428,5369,,3962,70,0.795,0.21
719358333,0,36,M,4,Uneducated,Married,$40K - $60K,Blue,28,3,1,4,2157,574,1583,0.825,1663,,0.32,0.266
719359458,0,49,F,2,Uneducated,Single,Less than $40K,Blue,42,6,3,2,1991,,1991,0.954,4527,,0.61,
719360583,0,53,M,1,Graduate,Married,$60K - $80K,Blue,45,6,2,2,3380,,1679,0.747,,25,,
719362458,0,47,F,3,High School,Married,Less than $40K,Blue,36,5,3,3,2822,0,2822,,5064,74,0.85,
719363283,0,59,,0,Doctorate,Single,,Blue,36,3,1,2,1438.3,0,1438.3,0.691,,47,0.382,0
719365233,0,34,M,4,Unknown,Single,,Blue,23,1,3,2,7664,1785,5879,,15077,126,0.8,0.233
719366358,0,51,M,3,High School,Married,$120K +,Blue,40,6,3,2,7319,1692,5627,0.701,,29,0.611,0.231
719368533,0,41,F,2,Doctorate,Married,Unknown,Silver,28,1,3,3,32250,1289,30961,0.703,15785,100,0.786,0.04
719373558,0,42,F,3,Unknown,Single,Less than $40K,Blue,36,6,1,1,6275,,6275,,4308,,0.786,0
719377383,0,40,M,2,College,Single,,Blue,28,1,2,3,10880,2025,8855,,,90,,0.186
